"full_name","id","run_uuid","created_at","updated_at","repository_id","period_start_date","period_end_date","previous_period_start_date","previous_period_end_date","interval_weeks","sticky_metric_score","magnet_metric_score","oss_category","Transition","SIG change","developers_new_current_period","developers_total","developers_with_contributions_previous_period","developers_with_contributions_current_period","developers_with_contributions_previous_and_current_period","issues_count_current_period","issues_count_total","stargazers_count_current_period","stargazers_count_total","pull_requests_count_current_period","pull_requests_count_total","forks_count_current_period","forks_count_total","checkout_sha",,"bugs_current_period","bugs_total","bugs_closed_current_period","bugs_closed_total","support_current_period","support_total","support_closed_current_period","support_closed_total","total_loc","total_kloc","total_lines","sig_volume_ranking","sig_volume_ranking_numeric","loc_complexity_per_risk","percentage_complexity_per_risk","loc_unit_size_per_risk","percentage_unit_size_per_risk","sig_complexity_ranking","sig_complexity_ranking_value","sig_unit_size_ranking","sig_unit_size_ranking_value","duplication_line_count","duplication_block_count","duplication_percentage","sig_duplication_ranking","sig_duplication_ranking_numeric","sig_analysability_ranking","sig_analysability_ranking_numeric","sig_changeability_ranking","sig_changeability_ranking_numeric","sig_testability_ranking","sig_testability_ranking_numeric","sig_overall_ranking_numeric","issues_average_duration_days","comments_total","comments_relevant_percentage","comments_relevant","comments_relevant_loc","comments_copyright","comments_copyright_loc","comments_auxiliary","comments_auxiliary_loc","comments_loc","comments_percentage","sig_comments_ranking","sig_comments_ranking_numeric","sig_analysability_ranking_no_unit_tests","sig_changeability_ranking_no_unit_tests","sig_testability_ranking_no_unit_tests","sig_overall_ranking_numeric_no_unit_tests","prev_sig_analysability_ranking_no_unit_tests","prev_sig_changeability_ranking_no_unit_tests","prev_sig_testability_ranking_no_unit_tests","prev_sig_overall_ranking_numeric_no_unit_tests","prev_oss_category","full_name"
"halirutan/IntelliJ-Key-Promoter-X",31,"215af4a5-24e9-4a5c-8a89-428cc7fc9a93","2024-01-25 21:35","2024-01-25 21:35",6340,2021-12-28,2022-06-28,2021-06-29,2021-12-28,26,"0,5","0,07142857","Attractive","Attractive -> Attractive","SAME",1,14,4,3,2,5,92,142,2786,1,9,6,62,"af9459e1854ce79fc438c62c5f026b82bfebdb67",,0,2,0,2,0,1,0,1,1203,1,1708,"++",5,"low: 743 *** moderate: 51 *** high: 0 *** very_high: 0 ***","low: 61.762 *** moderate: 4.239 *** high: 0 *** very_high: 0 ***","low: 694 *** moderate: 100 *** high: 0 *** very_high: 0 ***","low: 57.689 *** moderate: 8.313 *** high: 0 *** very_high: 0 ***","++",5,"++",5,12,4,1,"++",5,"+",5,"++",5,"+",5,5,"63,5357",71,58,41,174,30,332,0,0,506,30,"+",4,5,5,5,5,5,5,5,5,"Attractive","halirutan/IntelliJ-Key-Promoter-X"
"halirutan/IntelliJ-Key-Promoter-X",32,"215af4a5-24e9-4a5c-8a89-428cc7fc9a93","2024-01-25 21:35","2024-01-25 21:35",6340,2022-06-28,2022-12-27,2021-12-28,2022-06-28,26,"0,66666667",0,"Stagnant","Attractive -> Stagnant","SAME",0,14,3,2,2,8,100,114,2900,0,9,2,64,"57fd9348c996399c94d7343e3b2f0e7eb1b68df1",,0,2,0,2,0,1,0,1,1266,1,1781,"++",5,"low: 818 *** moderate: 52 *** high: 0 *** very_high: 0 ***","low: 64.613 *** moderate: 4.107 *** high: 0 *** very_high: 0 ***","low: 736 *** moderate: 134 *** high: 0 *** very_high: 0 ***","low: 58.136 *** moderate: 10.585 *** high: 0 *** very_high: 0 ***","++",5,"++",5,25,6,"1,97","++",5,"+",5,"++",5,"+",5,5,"61,5",73,60,44,190,29,326,0,0,516,29,"+",4,5,5,5,5,5,5,5,5,"Attractive","halirutan/IntelliJ-Key-Promoter-X"
"JackyAndroid/AndroidTVLauncher",33,"215af4a5-24e9-4a5c-8a89-428cc7fc9a93","2024-01-25 21:36","2024-01-25 21:36",6345,2019-01-01,2019-07-02,2018-07-03,2019-01-01,26,0,0,"Terminal",,,0,2,0,0,0,0,34,147,2278,0,15,42,545,"568839e2397427b5bcda6a23fec10064b087451e",,0,0,0,0,0,0,0,0,1227,1,1325,"++",5,"low: 1012 *** moderate: 0 *** high: 0 *** very_high: 0 ***","low: 82.478 *** moderate: 0 *** high: 0 *** very_high: 0 ***","low: 746 *** moderate: 106 *** high: 160 *** very_high: 0 ***","low: 60.799 *** moderate: 8.639 *** high: 13.04 *** very_high: 0 ***","++",5,"+",4,63,14,"5,13","o",3,"+",4,"+",4,"+",4,4,"18,7813",25,44,11,46,8,47,6,8,101,8,"o",3,4,4,5,4,,,,,,"JackyAndroid/AndroidTVLauncher"
"JackyAndroid/AndroidTVLauncher",34,"215af4a5-24e9-4a5c-8a89-428cc7fc9a93","2024-01-25 21:36","2024-01-25 21:36",6345,2019-07-02,2019-12-31,2019-01-01,2019-07-02,26,0,0,"Terminal","Terminal -> Terminal","SAME",0,2,0,0,0,2,36,119,2397,0,15,40,585,"568839e2397427b5bcda6a23fec10064b087451e",,0,0,0,0,0,0,0,0,1227,1,1325,"++",5,"low: 1012 *** moderate: 0 *** high: 0 *** very_high: 0 ***","low: 82.478 *** moderate: 0 *** high: 0 *** very_high: 0 ***","low: 746 *** moderate: 106 *** high: 160 *** very_high: 0 ***","low: 60.799 *** moderate: 8.639 *** high: 13.04 *** very_high: 0 ***","++",5,"+",4,63,14,"5,13","o",3,"+",4,"+",4,"+",4,4,"18,7813",25,44,11,46,8,47,6,8,101,8,"o",3,4,4,5,4,4,4,5,4,"Terminal","JackyAndroid/AndroidTVLauncher"
"JackyAndroid/AndroidTVLauncher",35,"215af4a5-24e9-4a5c-8a89-428cc7fc9a93","2024-01-25 21:36","2024-01-25 21:36",6345,2019-12-31,2020-06-30,2019-07-02,2019-12-31,26,0,0,"Terminal","Terminal -> Terminal","SAME",0,2,0,1,0,4,40,96,2493,0,15,20,605,"0e9d0a6d4e7bd32d0efceab1cb3931d5c22c6bcd",,0,0,0,0,0,0,0,0,1227,1,1325,"++",5,"low: 1012 *** moderate: 0 *** high: 0 *** very_high: 0 ***","low: 82.478 *** moderate: 0 *** high: 0 *** very_high: 0 ***","low: 746 *** moderate: 106 *** high: 160 *** very_high: 0 ***","low: 60.799 *** moderate: 8.639 *** high: 13.04 *** very_high: 0 ***","++",5,"+",4,63,14,"5,13","o",3,"+",4,"+",4,"+",4,4,"25,1944",25,44,11,46,8,47,6,8,101,8,"o",3,4,4,5,4,4,4,5,4,"Terminal","JackyAndroid/AndroidTVLauncher"
"JackyAndroid/AndroidTVLauncher",36,"215af4a5-24e9-4a5c-8a89-428cc7fc9a93","2024-01-25 21:36","2024-01-25 21:36",6345,2020-06-30,2020-12-29,2019-12-31,2020-06-30,26,0,0,"Terminal","Terminal -> Terminal","SAME",0,2,1,0,0,2,42,92,2585,0,15,23,628,"0e9d0a6d4e7bd32d0efceab1cb3931d5c22c6bcd",,0,0,0,0,0,0,0,0,1227,1,1325,"++",5,"low: 1012 *** moderate: 0 *** high: 0 *** very_high: 0 ***","low: 82.478 *** moderate: 0 *** high: 0 *** very_high: 0 ***","low: 746 *** moderate: 106 *** high: 160 *** very_high: 0 ***","low: 60.799 *** moderate: 8.639 *** high: 13.04 *** very_high: 0 ***","++",5,"+",4,63,14,"5,13","o",3,"+",4,"+",4,"+",4,4,"24,9737",25,44,11,46,8,47,6,8,101,8,"o",3,4,4,5,4,4,4,5,4,"Terminal","JackyAndroid/AndroidTVLauncher"
"JackyAndroid/AndroidTVLauncher",37,"215af4a5-24e9-4a5c-8a89-428cc7fc9a93","2024-01-25 21:36","2024-01-25 21:36",6345,2020-12-29,2021-06-29,2020-06-30,2020-12-29,26,0,0,"Terminal","Terminal -> Terminal","SAME",0,2,0,0,0,2,44,89,2674,0,15,24,652,"0e9d0a6d4e7bd32d0efceab1cb3931d5c22c6bcd",,0,0,0,0,0,0,0,0,1227,1,1325,"++",5,"low: 1012 *** moderate: 0 *** high: 0 *** very_high: 0 ***","low: 82.478 *** moderate: 0 *** high: 0 *** very_high: 0 ***","low: 746 *** moderate: 106 *** high: 160 *** very_high: 0 ***","low: 60.799 *** moderate: 8.639 *** high: 13.04 *** very_high: 0 ***","++",5,"+",4,63,14,"5,13","o",3,"+",4,"+",4,"+",4,4,"32,625",25,44,11,46,8,47,6,8,101,8,"o",3,4,4,5,4,4,4,5,4,"Terminal","JackyAndroid/AndroidTVLauncher"
"JackyAndroid/AndroidTVLauncher",38,"215af4a5-24e9-4a5c-8a89-428cc7fc9a93","2024-01-25 21:36","2024-01-25 21:36",6345,2021-06-29,2021-12-28,2020-12-29,2021-06-29,26,0,0,"Terminal","Terminal -> Terminal","SAME",0,2,0,0,0,1,45,55,2729,0,15,18,670,"0e9d0a6d4e7bd32d0efceab1cb3931d5c22c6bcd",,0,0,0,0,0,0,0,0,1227,1,1325,"++",5,"low: 1012 *** moderate: 0 *** high: 0 *** very_high: 0 ***","low: 82.478 *** moderate: 0 *** high: 0 *** very_high: 0 ***","low: 746 *** moderate: 106 *** high: 160 *** very_high: 0 ***","low: 60.799 *** moderate: 8.639 *** high: 13.04 *** very_high: 0 ***","++",5,"+",4,63,14,"5,13","o",3,"+",4,"+",4,"+",4,4,"32,625",25,44,11,46,8,47,6,8,101,8,"o",3,4,4,5,4,4,4,5,4,"Terminal","JackyAndroid/AndroidTVLauncher"
"JackyAndroid/AndroidTVLauncher",39,"215af4a5-24e9-4a5c-8a89-428cc7fc9a93","2024-01-25 21:36","2024-01-25 21:36",6345,2021-12-28,2022-06-28,2021-06-29,2021-12-28,26,0,0,"Terminal","Terminal -> Terminal","SAME",0,2,0,0,0,2,47,89,2818,0,15,13,683,"0e9d0a6d4e7bd32d0efceab1cb3931d5c22c6bcd",,0,0,0,0,0,0,0,0,1227,1,1325,"++",5,"low: 1012 *** moderate: 0 *** high: 0 *** very_high: 0 ***","low: 82.478 *** moderate: 0 *** high: 0 *** very_high: 0 ***","low: 746 *** moderate: 106 *** high: 160 *** very_high: 0 ***","low: 60.799 *** moderate: 8.639 *** high: 13.04 *** very_high: 0 ***","++",5,"+",4,63,14,"5,13","o",3,"+",4,"+",4,"+",4,4,"43,3864",25,44,11,46,8,47,6,8,101,8,"o",3,4,4,5,4,4,4,5,4,"Terminal","JackyAndroid/AndroidTVLauncher"
"JackyAndroid/AndroidTVLauncher",40,"215af4a5-24e9-4a5c-8a89-428cc7fc9a93","2024-01-25 21:36","2024-01-25 21:36",6345,2022-06-28,2022-12-27,2021-12-28,2022-06-28,26,0,"0,33333333","Fluctuating","Terminal -> Fluctuating","SAME",1,3,0,2,0,1,48,56,2874,1,16,13,696,"aa20c0a53da7faedd6e20b6bb10f5933a6fdcdd6",,0,0,0,0,0,0,0,0,1227,1,1325,"++",5,"low: 1012 *** moderate: 0 *** high: 0 *** very_high: 0 ***","low: 82.478 *** moderate: 0 *** high: 0 *** very_high: 0 ***","low: 746 *** moderate: 106 *** high: 160 *** very_high: 0 ***","low: 60.799 *** moderate: 8.639 *** high: 13.04 *** very_high: 0 ***","++",5,"+",4,63,14,"5,13","o",3,"+",4,"+",4,"+",4,4,"42,4444",25,44,11,46,8,47,6,8,101,8,"o",3,4,4,5,4,4,4,5,4,"Terminal","JackyAndroid/AndroidTVLauncher"
"KeepSafe/ReLinker",41,"215af4a5-24e9-4a5c-8a89-428cc7fc9a93","2024-01-25 21:37","2024-01-25 21:37",6389,2019-01-01,2019-07-02,2018-07-03,2019-01-01,26,"0,28571429","0,15","Attractive",,,3,20,7,5,2,8,61,232,1654,3,20,23,193,"4a0ad080725abf65596fb4c47a46a34920c34dce",,0,4,0,4,0,5,0,5,912,1,1264,"++",5,"low: 545 *** moderate: 93 *** high: 0 *** very_high: 0 ***","low: 59.759 *** moderate: 10.197 *** high: 0 *** very_high: 0 ***","low: 436 *** moderate: 153 *** high: 49 *** very_high: 0 ***","low: 47.807 *** moderate: 16.776 *** high: 5.373 *** very_high: 0 ***","++",5,"++",5,0,0,0,"++",5,"+",5,"++",5,"+",5,5,"25,0784",59,69,41,120,16,240,2,2,362,29,"+",4,5,5,5,5,,,,,,"KeepSafe/ReLinker"
"KeepSafe/ReLinker",42,"215af4a5-24e9-4a5c-8a89-428cc7fc9a93","2024-01-25 21:37","2024-01-25 21:37",6389,2019-07-02,2019-12-31,2019-01-01,2019-07-02,26,0,"0,04761905","Terminal","Attractive -> Terminal","SAME",1,21,5,1,0,4,65,241,1895,1,21,31,224,"4a0ad080725abf65596fb4c47a46a34920c34dce",,0,4,0,4,0,5,0,5,912,1,1264,"++",5,"low: 545 *** moderate: 93 *** high: 0 *** very_high: 0 ***","low: 59.759 *** moderate: 10.197 *** high: 0 *** very_high: 0 ***","low: 436 *** moderate: 153 *** high: 49 *** very_high: 0 ***","low: 47.807 *** moderate: 16.776 *** high: 5.373 *** very_high: 0 ***","++",5,"++",5,0,0,0,"++",5,"+",5,"++",5,"+",5,5,"30,2692",59,69,41,120,16,240,2,2,362,29,"+",4,5,5,5,5,5,5,5,5,"Attractive","KeepSafe/ReLinker"
"KeepSafe/ReLinker",43,"215af4a5-24e9-4a5c-8a89-428cc7fc9a93","2024-01-25 21:37","2024-01-25 21:37",6389,2019-12-31,2020-06-30,2019-07-02,2019-12-31,26,1,"0,08695652","Attractive","Terminal -> Attractive","SAME",2,23,1,6,1,9,74,198,2093,5,26,24,248,"57f3ddb010791e15053330e14203f080497b1018",,0,4,0,4,0,5,0,5,950,1,1309,"++",5,"low: 570 *** moderate: 100 *** high: 0 *** very_high: 0 ***","low: 60 *** moderate: 10.526 *** high: 0 *** very_high: 0 ***","low: 461 *** moderate: 153 *** high: 56 *** very_high: 0 ***","low: 48.526 *** moderate: 16.105 *** high: 5.895 *** very_high: 0 ***","++",5,"++",5,0,0,0,"++",5,"+",5,"++",5,"+",5,5,"29,9167",66,73,48,127,16,240,2,2,369,28,"+",4,5,5,5,5,5,5,5,5,"Terminal","KeepSafe/ReLinker"
"KeepSafe/ReLinker",44,"215af4a5-24e9-4a5c-8a89-428cc7fc9a93","2024-01-25 21:37","2024-01-25 21:37",6389,2020-06-30,2020-12-29,2019-12-31,2020-06-30,26,0,0,"Terminal","Attractive -> Terminal","SAME",0,23,6,0,0,3,77,168,2261,0,26,16,264,"57f3ddb010791e15053330e14203f080497b1018",,0,4,0,4,0,5,0,5,950,1,1309,"++",5,"low: 570 *** moderate: 100 *** high: 0 *** very_high: 0 ***","low: 60 *** moderate: 10.526 *** high: 0 *** very_high: 0 ***","low: 461 *** moderate: 153 *** high: 56 *** very_high: 0 ***","low: 48.526 *** moderate: 16.105 *** high: 5.895 *** very_high: 0 ***","++",5,"++",5,0,0,0,"++",5,"+",5,"++",5,"+",5,5,"29,9167",66,73,48,127,16,240,2,2,369,28,"+",4,5,5,5,5,5,5,5,5,"Attractive","KeepSafe/ReLinker"
"KeepSafe/ReLinker",45,"215af4a5-24e9-4a5c-8a89-428cc7fc9a93","2024-01-25 21:37","2024-01-25 21:37",6389,2020-12-29,2021-06-29,2020-06-30,2020-12-29,26,0,"0,08","Fluctuating","Terminal -> Fluctuating","SAME",2,25,0,4,0,9,86,172,2433,6,32,21,285,"851a0ecb4273b1796faff86a67f5ff89024704bb",,0,4,0,4,0,5,0,5,956,1,1315,"++",5,"low: 572 *** moderate: 100 *** high: 0 *** very_high: 0 ***","low: 59.833 *** moderate: 10.46 *** high: 0 *** very_high: 0 ***","low: 463 *** moderate: 153 *** high: 56 *** very_high: 0 ***","low: 48.431 *** moderate: 16.004 *** high: 5.858 *** very_high: 0 ***","++",5,"++",5,0,0,0,"++",5,"+",5,"++",5,"+",5,5,"49,1884",66,73,48,127,16,240,2,2,369,28,"+",4,5,5,5,5,5,5,5,5,"Terminal","KeepSafe/ReLinker"
"KeepSafe/ReLinker",46,"215af4a5-24e9-4a5c-8a89-428cc7fc9a93","2024-01-25 21:37","2024-01-25 21:37",6389,2021-06-29,2021-12-28,2020-12-29,2021-06-29,26,"0,5","0,03846154","Stagnant","Fluctuating -> Stagnant","SAME",1,26,4,3,2,8,94,154,2587,2,34,21,306,"cd7f9df002536253383e2c22c81639b2a751da86",,0,4,0,4,0,5,0,5,956,1,1315,"++",5,"low: 572 *** moderate: 100 *** high: 0 *** very_high: 0 ***","low: 59.833 *** moderate: 10.46 *** high: 0 *** very_high: 0 ***","low: 463 *** moderate: 153 *** high: 56 *** very_high: 0 ***","low: 48.431 *** moderate: 16.004 *** high: 5.858 *** very_high: 0 ***","++",5,"++",5,0,0,0,"++",5,"+",5,"++",5,"+",5,5,"71,6709",66,73,48,127,16,240,2,2,369,28,"+",4,5,5,5,5,5,5,5,5,"Fluctuating","KeepSafe/ReLinker"
"KeepSafe/ReLinker",47,"215af4a5-24e9-4a5c-8a89-428cc7fc9a93","2024-01-25 21:37","2024-01-25 21:37",6389,2021-12-28,2022-06-28,2021-06-29,2021-12-28,26,0,"0,03703704","Terminal","Stagnant -> Terminal","SAME",1,27,3,1,0,6,100,174,2761,1,35,23,329,"cd7f9df002536253383e2c22c81639b2a751da86",,0,4,0,4,0,5,0,5,956,1,1315,"++",5,"low: 572 *** moderate: 100 *** high: 0 *** very_high: 0 ***","low: 59.833 *** moderate: 10.46 *** high: 0 *** very_high: 0 ***","low: 463 *** moderate: 153 *** high: 56 *** very_high: 0 ***","low: 48.431 *** moderate: 16.004 *** high: 5.858 *** very_high: 0 ***","++",5,"++",5,0,0,0,"++",5,"+",5,"++",5,"+",5,5,"71,6709",66,73,48,127,16,240,2,2,369,28,"+",4,5,5,5,5,5,5,5,5,"Stagnant","KeepSafe/ReLinker"
"KeepSafe/ReLinker",48,"215af4a5-24e9-4a5c-8a89-428cc7fc9a93","2024-01-25 21:37","2024-01-25 21:37",6389,2022-06-28,2022-12-27,2021-12-28,2022-06-28,26,1,"0,03571429","Stagnant","Terminal -> Stagnant","SAME",1,28,1,3,1,2,102,123,2884,1,36,18,347,"41a5e0ce54a171b4633380404bb99dece01a6582",,0,4,0,4,0,5,0,5,958,1,1317,"++",5,"low: 529 *** moderate: 145 *** high: 0 *** very_high: 0 ***","low: 55.219 *** moderate: 15.136 *** high: 0 *** very_high: 0 ***","low: 463 *** moderate: 110 *** high: 101 *** very_high: 0 ***","low: 48.33 *** moderate: 11.482 *** high: 10.543 *** very_high: 0 ***","++",5,"++",5,0,0,0,"++",5,"+",5,"++",5,"+",5,5,"74,5062",66,73,48,127,16,240,2,2,369,28,"+",4,5,5,5,5,5,5,5,5,"Terminal","KeepSafe/ReLinker"
"apache/curator",49,"215af4a5-24e9-4a5c-8a89-428cc7fc9a93","2024-01-25 21:44","2024-01-25 21:44",6404,2019-01-01,2019-07-02,2018-07-03,2019-01-01,26,"0,17647059","0,04294479","Terminal",,,7,163,17,11,3,16,314,256,1546,16,314,79,683,"1b0bdf2e5cb1912bcf984ad13af6401d1a35c6e2",,0,0,0,0,0,0,0,0,30070,30,48804,"++",5,"low: 19760 *** moderate: 827 *** high: 328 *** very_high: 0 ***","low: 65.713 *** moderate: 2.75 *** high: 1.091 *** very_high: 0 ***","low: 16474 *** moderate: 1765 *** high: 2225 *** very_high: 451 ***","low: 54.786 *** moderate: 5.87 *** high: 7.399 *** very_high: 1.5 ***","+",4,"++",5,742,204,"2,47","++",5,"+",5,"+",4,"+",4,4,"30,3732",2372,79,1877,10009,490,8820,5,7,18836,39,"o",3,5,4,5,5,,,,,,"apache/curator"
"apache/curator",50,"215af4a5-24e9-4a5c-8a89-428cc7fc9a93","2024-01-25 21:44","2024-01-25 21:44",6404,2019-07-02,2019-12-31,2019-01-01,2019-07-02,26,"0,36363636","0,07909605","Attractive","Terminal -> Attractive","SAME",14,177,11,19,4,27,341,316,1862,27,341,93,776,"9129a768b0ad81e22f0bb7df32ff6039b76303de",,0,0,0,0,0,0,0,0,30156,30,48952,"++",5,"low: 19808 *** moderate: 828 *** high: 328 *** very_high: 0 ***","low: 65.685 *** moderate: 2.746 *** high: 1.088 *** very_high: 0 ***","low: 16522 *** moderate: 1765 *** high: 2225 *** very_high: 452 ***","low: 54.788 *** moderate: 5.853 *** high: 7.378 *** very_high: 1.499 ***","+",4,"++",5,736,202,"2,44","++",5,"+",5,"+",4,"+",4,4,"29,4576",2378,79,1881,10035,492,8856,5,7,18898,39,"o",3,5,4,5,5,5,4,5,5,"Terminal","apache/curator"
"apache/curator",51,"215af4a5-24e9-4a5c-8a89-428cc7fc9a93","2024-01-25 21:44","2024-01-25 21:44",6404,2019-12-31,2020-06-30,2019-07-02,2019-12-31,26,"0,26315789","0,02209945","Stagnant","Attractive -> Stagnant","SAME",4,181,19,13,5,28,369,244,2106,28,369,79,855,"a39c8969e23c2baf775ca9715656d6f478a9fce8",,0,0,0,0,0,0,0,0,30659,31,50107,"++",5,"low: 20043 *** moderate: 690 *** high: 335 *** very_high: 0 ***","low: 65.374 *** moderate: 2.251 *** high: 1.093 *** very_high: 0 ***","low: 16920 *** moderate: 1784 *** high: 1985 *** very_high: 379 ***","low: 55.188 *** moderate: 5.819 *** high: 6.474 *** very_high: 1.236 ***","+",4,"++",5,732,202,"2,39","++",5,"+",5,"+",4,"+",4,4,"32,1933",2460,79,1938,10258,516,9288,6,8,19554,39,"o",3,5,4,5,5,5,4,5,5,"Attractive","apache/curator"
"apache/curator",52,"215af4a5-24e9-4a5c-8a89-428cc7fc9a93","2024-01-25 21:44","2024-01-25 21:44",6404,2020-06-30,2020-12-29,2019-12-31,2020-06-30,26,"0,30769231","0,02688172","Stagnant","Stagnant -> Stagnant","SAME",5,186,13,9,4,7,376,223,2329,7,376,80,935,"95f147f8a864375744a566af3d550659f512728b",,0,0,0,0,0,0,0,0,30659,31,50107,"++",5,"low: 20043 *** moderate: 690 *** high: 335 *** very_high: 0 ***","low: 65.374 *** moderate: 2.251 *** high: 1.093 *** very_high: 0 ***","low: 16920 *** moderate: 1784 *** high: 1985 *** very_high: 379 ***","low: 55.188 *** moderate: 5.819 *** high: 6.474 *** very_high: 1.236 ***","+",4,"++",5,732,202,"2,39","++",5,"+",5,"+",4,"+",4,4,"31,9124",2460,79,1938,10258,516,9288,6,8,19554,39,"o",3,5,4,5,5,5,4,5,5,"Stagnant","apache/curator"
"apache/curator",53,"215af4a5-24e9-4a5c-8a89-428cc7fc9a93","2024-01-25 21:44","2024-01-25 21:44",6404,2020-12-29,2021-06-29,2020-06-30,2020-12-29,26,"0,33333333","0,04123711","Stagnant","Stagnant -> Stagnant","SAME",8,194,9,11,3,10,386,173,2502,10,386,68,1003,"c26dd85fc3be8ac591c9d7daf69eedb4d7b45dbb",,0,0,0,0,0,0,0,0,30977,31,50519,"++",5,"low: 20254 *** moderate: 754 *** high: 413 *** very_high: 0 ***","low: 65.384 *** moderate: 2.434 *** high: 1.333 *** very_high: 0 ***","low: 17057 *** moderate: 1821 *** high: 1917 *** very_high: 626 ***","low: 55.063 *** moderate: 5.879 *** high: 6.188 *** very_high: 2.021 ***","+",4,"++",5,739,204,"2,39","++",5,"+",5,"+",4,"+",4,4,"32,41",2479,79,1955,10316,518,9324,6,8,19648,39,"o",3,5,4,5,5,5,4,5,5,"Stagnant","apache/curator"
"apache/curator",54,"215af4a5-24e9-4a5c-8a89-428cc7fc9a93","2024-01-25 21:44","2024-01-25 21:44",6404,2021-06-29,2021-12-28,2020-12-29,2021-06-29,26,"0,18181818","0,07619048","Fluctuating","Stagnant -> Fluctuating","SAME",16,210,11,21,2,20,406,143,2645,20,406,76,1079,"09e305ca67d6a0a4cf7d1196bc6868d9964d6742",,0,0,0,0,0,0,0,0,31037,31,50620,"++",5,"low: 20297 *** moderate: 754 *** high: 413 *** very_high: 0 ***","low: 65.396 *** moderate: 2.429 *** high: 1.331 *** very_high: 0 ***","low: 17099 *** moderate: 1822 *** high: 1917 *** very_high: 626 ***","low: 55.092 *** moderate: 5.87 *** high: 6.176 *** very_high: 2.017 ***","+",4,"++",5,746,206,"2,4","++",5,"+",5,"+",4,"+",4,4,"36,726",2482,79,1958,10356,518,9324,6,8,19688,39,"o",3,5,4,5,5,5,4,5,5,"Stagnant","apache/curator"
"apache/curator",55,"215af4a5-24e9-4a5c-8a89-428cc7fc9a93","2024-01-25 21:44","2024-01-25 21:44",6404,2021-12-28,2022-06-28,2021-06-29,2021-12-28,26,"0,14285714","0,05405405","Terminal","Fluctuating -> Terminal","SAME",12,222,21,20,3,17,423,120,2765,17,423,58,1137,"0a76a61f112e960c330a3365457776621bb430cc",,0,0,0,0,0,0,0,0,31063,31,50680,"++",5,"low: 20303 *** moderate: 754 *** high: 413 *** very_high: 0 ***","low: 65.361 *** moderate: 2.427 *** high: 1.33 *** very_high: 0 ***","low: 17104 *** moderate: 1822 *** high: 1918 *** very_high: 626 ***","low: 55.062 *** moderate: 5.865 *** high: 6.175 *** very_high: 2.015 ***","+",4,"++",5,746,206,"2,4","++",5,"+",5,"+",4,"+",4,4,"74,4327",2485,79,1961,10390,518,9324,6,8,19722,39,"o",3,5,4,5,5,5,4,5,5,"Fluctuating","apache/curator"
"apache/curator",56,"215af4a5-24e9-4a5c-8a89-428cc7fc9a93","2024-01-25 21:44","2024-01-25 21:44",6404,2022-06-28,2022-12-27,2021-12-28,2022-06-28,26,"0,15","0,03896104","Terminal","Terminal -> Terminal","SAME",9,231,20,14,3,18,441,123,2888,18,441,46,1183,"1a4149f1edbc93ee98ad8915c61fabf84ed5a4d2",,0,0,0,0,0,0,0,0,31083,31,50695,"++",5,"low: 20324 *** moderate: 754 *** high: 413 *** very_high: 0 ***","low: 65.386 *** moderate: 2.426 *** high: 1.329 *** very_high: 0 ***","low: 17109 *** moderate: 1836 *** high: 1920 *** very_high: 626 ***","low: 55.043 *** moderate: 5.907 *** high: 6.177 *** very_high: 2.014 ***","+",4,"++",5,746,206,"2,4","++",5,"+",5,"+",4,"+",4,4,"194,7279",2484,79,1960,10385,518,9324,6,8,19717,39,"o",3,5,4,5,5,5,4,5,5,"Terminal","apache/curator"
